File-id,New ASR Pred
SI127E-00639-P10006,"I really enjoy go to coffee and speak with my friends about our lives, and I don't know know more about her lives and and talk about."
SI127E-01123-P10005,My favorite time is summer because I like go to the beach with my family. I go to reading horse with my husband. I go to the swimming pool with my mother and father.
SI137O-00001-P50019,"Well, if you want to have a good eating habits, you need to regular meal three meals a day or two meals a day and eat organic or organized foods and eat more vegetables and reduce h handmade human made sugar."
SI114J-00144-P10007,"The most beneficial method to improve your English will be engaging yourself in reading books, especially the English books, and listening to podcasts, and also develop the habit of reading English articles and newspapers sometimes blog post every day."
SI127E-01560-P50023,well i also think that living far away from home and will people become independent because in this way you will not get help on your family if you have a problem so although i think it's hard to live far away from your family it will help you to become independent as well
SI131R-00239-P50022,I don't agree I think that nowadays with the technologies you can an effective job in till about internet or other technologies and this is as effective as face-to-face
SI1267-00266-P10006,"The thing that we enjoy the most is traveling. As soon as we have time to travel, we get away and travel anywhere. We love to discover places and tasting new foods and meeting new people."
SI137O-00519-P50023,I think it has a negative effect to our lifestyle because we sit in front of our notebook or TV a lot and we can easily lose our connect to our families and friends as well.
SI137O-00860-P50023,"The technology is equal all things if you use too much time is bad for our health, but if you use at the right time is positive because the technology is thing to to improve our life, not damage our life."
SI137O-00656-P30017,so students are walking in part-time jobs while they are studying uh the main advantage is yearning money it is helpful for their families but main disadvantage is lack of concentration in their studies but my opinion is it's good for uh it's good for uh part-time jobs while they are learning uh
SI131R-00377-P50021,"Working together is really good for how we learn to work in teams, but sometimes that way of learning is bad because we distracted more because we start talking with our friends or we are."
SI137O-00477-P50023,I think technology have negative impact on people's health because nowadays people need to use the computer or their cell phones or day and they need to stare at the screen and the screen has that blue light to our eyes so it may influence our health
SI127E-01527-P50019,"- In my last semester, I was having an award, and I think that the best things that you need to consider for choose a country is how is the life in this country, and how are the culture, the is expensive or cheap?"
SI12BD-00144-P10006,I usually go to the gym in the afternoon on weekdays and I like chilling out with my girlfriend and taking world in the city.
SI127E-00520-P50019,I think they choose thinking about language he can where they can speak and communicate properly with teachers society and the quality of the education.
SI137O-00001-P50023,- I think technology has a positive effect for to our body to our healthy system because now technology can record your habits or your sleeping models that you use.
SI1267-01264-P50019,"The students use the technology, for example, online studying and so on. The students use the effectively through the computer."
SI114J-00417-P50020,if you work in a small team a workload for each person likely to be big bigger than uh if you are when you work in big teams so there are solutions for the problem but you should tackle at first
SI127E-00765-P50019,"So, first of all, the first habit to to have a healthy life is to eat some fruits or some proteins that don't contain grass, so it's very helpful to its healthy."
SI1267-00248-P50020,"I consider drinkingware very, very important because, as we can know, our bar is composed by seventy four cent, and we have to drinkware eh every day."
SI127E-01091-P10006,"like going to different places to relax myself. I like going to the beach, reading books, I like going to the mountain."
SI127E-01091-P50019,um uh a lot of ways to improve you know um uh learning by using technology firstly they g- they must use uh uh good web pages in order to use um
SI137O-00067-P50021,"It's actually no needed doing supports every day because it makes a person quite tired, but of course exercise is very much important for healthy life and for health."
SI137O-00469-P50021,"Yes, for me, it's better doing exercise has been proved to be a well-known way of improving your health. It's behind all of the mechanism that improves and prevents you from failing."
SI137O-00353-P40018,mm-hmm so um as in today's uh project i wanna give a presentation about uh a side rain here we have a diagram as you see it there are uh six steps and each steps they are written something about a side rain uh as it is clear to all that uh a side rain uh start from popular
SI137O-00230-P50021,"Yes, yes, it's essential to practice sport every day or minimum three or four times after the at the week."
SI1267-00697-P50020,At the moment it is very important studying in a second language because uh it is it come um uh it is a
SI127E-01278-P50021,is possible but the team leader in this situation must repair the situation.
SI12BD-00460-P40018,in this presentation we are going to explain how pollution causes acid rain firstly factories and vehicles send pollution to the air the acid particles are in smoke that go to the sky and then the acid particles are carried by rain then you have two options the first one some acid particles fall as dust and the other one go to the cloud water and it makes sometimes rain or snow this acid rain falls to the
SI131R-00640-P10005,"Yes, of course, I live in a small city in the south of Spain. There are a lot of monuments and restaurants, and you can taste our handmade food in the bars on in the cafe."
SI114J-00714-P50019,"So of course, they use computers and tablets and phones. They can serve the internet to find more information. That's why I think technology helps to study the subject more."
SI131R-00588-P50019,most important part to develop eating well eating habit is not to be obsessive with this habit is just to try to introduce a health food in your normal age your daily life as vegetable fruits and everything that can give you a benefit to your body.
SI114J-00263-P10008,"I'm really interested in working out and sport, so I would like to learn the surfing one day. If I have time, I would like to stay in Bali, Indonesia for at least three weeks, and I'd like to learn how to surf."
SI137O-00418-P50023,"Uh, I prefer to work in groups because when you work alone and you are more quickly, but when you work with each other people, you can solve a big problems and it's important."
SI1267-01051-P40018,if you have to travel by an airplane you should go to the airport a few hours before in order to to check in your ticket tickets and also to pass the document document control and also the security one you should have your ID cards and or your passport with you then uh
SI1267-00611-P50022,"I think that depends of your health, age, and your habits, but it's recommended sleeping during seven to nine hours. No more, no less, but it depends to your habits."
SI114J-00151-P10008,I'd like to become a lawyer.
SI127E-01316-P40018,"Okay, so for traveling by airplane, what do you need first is to book your tickets after you book your tickets? You have to travel to the airport by train or by bus or by car. It depends how you prefer to move. After that, you have to go to the airport and make your check-in and"
SI114J-00372-P10006,"I don't travel as much as I as I would, but what I do actually? I watch movies, I watch movies on YouTube, sometimes I read books, that's an important thing."
SI137O-00396-P50020,this is very important for after when you try to find out one one job to have two different language that you can express you can communicate with other other people for maybe
SI137O-00151-P10007,- I usually give some classes of English and I give and I receive.
SI114J-00564-P10006,i love spending my free time uh going to north in spain with my friends and family and during the afternoon i love spending time in the with my friends in the park and making plants with them uh preferably in the in the mountain where we can get along with the nature
SI128D-00115-P50020,"Thinking water is such an important thing. You must drink between two and three liters per day. Even more if you do exercise every day, you need to be irritated."
SI12BD-00546-P10007,"When I go a child, I spend my free time in to play with my friend with my cousin and with my parents."
SI1267-00972-P50020,- to be fair there are some problems that may emerge in small teams such as if the work needs many physical energy to be done it should benefit
SI137O-00577-P10008,Maybe I would like to have a skill that learning English very well because it's very difficult for me and I would like to talk in public because it's very shy for me.
SI137O-00353-P50023,so actually technology as in my point of view it as a negative point on body when people always use a technology they will have ice store a backcake and some other pan will effect on their body you know it is it has been
SI1267-00266-P10007,"I'd say I'm more similar to my mother because physically we are very alike. She's blonde like I am and we have the same eyes. On the contrary, my brothers have different eyes and different hair."
SI1267-00697-P10007,My mother is similar personally with me because we we have a we have a
SI1267-00811-P10008,the postdoctoral research fellow. I was originally scheduled to go abroad as a postdoc last year but unfortunately due to COVI-19 the schedule was postponed so I would like to go there
SI114J-00266-P10008,"It's an extremely difficult question, you know. I have been thinking about this for months, years, you know. I'm not sure, absolutely no idea unfortunately and that is something that makes me sad."
SI131R-00066-P40018,"In this image, we can observe the traveling by airport. First of all, we can travel to the airport a taxi, a car, or boss. Then, pass to the check-in with the person that checked the ticket fly."
SI114J-00476-P10007,speak speaking with friends or with family if you have family in other countries for example I have a brother-in-law who is German and we speak in English together for me is the best way to
SI1267-01195-P50023,uh right now i think that uh technology has a little bad effects on negative effects on humankind of human to the humanity and it's because nowadays we are too laces to do some a lot of things uh nothing is like uh before
SI131R-00640-P10008,"If I want the lottery, I would like to live in a huge house in a countryside with an enormous garden to doing gardening."
SI137O-00471-P50022,attending lectures is very important to students because the lectures also always delivered by an expert in your field and you can get the the newest the latest information about the field and you can ask
SI137O-00582-P50021,My opinion is really important during everyday exercise because it helps to keep feet and strong.
SI127E-01241-P50022,"Everybody needs to sleep eight hours a day, but if you can sleep eight hours, you can take a nap the next day and and rest well."
SI1267-01295-P50022,"As hour of sleeping at night is necessary for chewing for a do is not necessary, we just sleep uh at least five hour per day is just enough because it depends on your health."
SI114J-00372-P10007,brother because i think most of the time i'm with him and most of the time we are making jokes to each other and that's very funny because i i think it's just my brother and i will say my
SI127E-00575-P40018,- First bees are looking for flowers to collect the nectar of them and after that transport it to the hives and with it it makes make the honey which will be collect by beekeepers in order
SI1267-00972-P10008,i really hope that one day i can make a stable michael stable living from doing some job in science communication field and maybe one day i can be a press a professional career
SI12BD-00017-P10006,"In my opinion, read and listen to the news. It's a very important thing because you have to know about the things around you. You have to know what is happening in the world for be more intelligent and take"
SI1267-00768-P10006,friends my friend and me like to like spending time together for example we like to go in bars and drinks beer or wine and speak together about our
SI114J-00472-P50023,"In my opinion, it's very important technology to to have a good healthy lifestyle because you can use a different apps which you win would"
SI127E-01241-P50023,I think technology have positive things but I think nowadays technology is bad for us because they waste a lot of time with technology so we need to exercise more and use
SI127E-01489-P10007,I have always liked to swim when I was a child. I swim like five days a week. I also like to play with my cousins. I like to draw. I used to dance. I used to go to ballet classes.
SI128D-00076-P10005,I'm very interested in the environment because I think that it's important to care the the forest and the beach and keeping clear clean the natural uh space.
SI1267-00151-P50022,It is definitely important sleeping but sleeping how long does it take sleeping time? It is different each people so please find the best sleeping time.
SI12BD-00431-P50023,"It's so important because there are some students that can't pay to the university for a study, and that is so important to get a important job."
SI137O-00577-P50020,drinking where is very important because staying is trade is one of the things that you can do for overall your health and the body has comprises around a 60%
SI12BD-00543-P50020,water is very important for our body because it has the very functions for make our body go well it is very very important in drink water
SI131R-00135-P10008,To be able to speak English in public.
SI137O-00409-P50022,I don't this is a fact because reading alone and or you staying alone you can be more concentrated and is more easy to learn.
SI137O-00582-P10006,"I'm keen on reading, cooking, playing computer games in my pizza and in addition I can say that I'm keen on joining."
SI127E-00368-P10006,I love reading and doing yoga.
SI131R-00465-P30017,"I think the main advantage of getting a job to pay your university study is that you can learn practical skills and also earn money, but I think it has more disadvantage because of the fact that you maybe don't have enough time to study."
SI1267-00253-P10006,"When I see my friend, we have a lot of things to do, uh, for example, we uh go to the beach and swim, uh, we drinking water and coffee together, and also we can watch movies together."
SI12BD-00428-P50023,I think that it depends on the person many have used technology to improve their lifestyle while others have used technology only to you know to use it and not doing anything so it depends in the person mostly myself I prefer it to improve
SI131R-00613-P50021,i think the obvious one is um learning to work as a group cooperation because uh it it's not the same to work alone as opposed to work a as a group they
SI137O-01005-P10005,"I'm interested in from my childhood learning to learning about other countries because I want to travel around the world, so that's why I want to learn about other countries."
SI1267-01051-P50020,student and whatever I have learned I learned face to face and this is a good thing because you have communication with your
SI114J-00201-P50021,"Well, they will acquire a skills about making an effort with a team and achieving a goal. It's not easy to make a project with many people."
SI137O-00151-P10005,"I really am really interested because I like very much to travel and learn about different characters, languages, etc."
SI1267-00972-P40018,"- So this graph tells about the comparison of three music sites, which are Tnett, Music Now, and songs for you. This graph represents the data from the three online websites through line graph. And for the blue line,"
SI1267-00812-P50019,They can use mobile phone or a personal computer to study effectively. It's like because it's like people use mobile phone they can find out something easily and quickly.
SI127E-01812-P10007,I love spending time with my daughter because she's too nice and I love her too much and when we are together we really have a good time we like dancing or laughing on and so on.
SI127E-01913-P10007,"- To begin with, I would like to say that I enjoy with my parents because they are really funny and I like to pass a lot of my time when I am in holiday with him"
SI1267-01264-P50021,uh the students needed what were needed to the group project to communicate and listen to the other people uh carefully listening to other people's opinion.
SI12BD-00818-P50020,"I think that there always is good learning face to face with teacher, but if this isn't possible, we can use the other technology."
SI127E-01561-P40018,": First, when factories and vehicles are working they emit some pollution and some acid particles in smoke and then these particles are carried by the wind. Moreover, they take some parts and some fall down into the grass but others, acid particles are mixed with cloud water and then when the rain starts or there are some temporaries that the rain flows, desert particles"
SI127E-01059-P30017,I think that the university studies the student have to a lot of subject a lot of work a lot of work a lot of
SI128D-00076-P10008,"In the future, I would like to live in Madrid because I really love this city. I think that living in Madrid is beautiful and it's the best place to live."
SI12BD-00510-P10008,future I hope to travel to a lot of places over the world I I will live in another town and maybe in another country I would like to spend my time
SI114J-00263-P10005,"I am really interested in learning about the other country, especially when I am interested in the other country's culture or the language, for example the English. I really want to know about the America or England."
SI137O-00519-P50021,"Not every day, but it uh it's uh really important we can lose fat and we can live happier life, so doing exercises it is really important."
SI137O-00202-P50020,"I think it's better because i I had to learn by internet in the COVID, and it was worse than to learn face to face."
SI137O-00349-P50021,"Yes, I think doing exercise is important and you can make your body healthy and you can have a good body, right."
SI128D-00122-P30017,"- On the positive side, maybe most students will get a chance to exercise because out of some reason they may not have such time to do exercise in their own spare time but the fitness class will give them the chance to do exercise together and keep the balance between study and"
SI114J-00481-P50019,teacher right now all information is available on internet so if you know how to use internet as a tool you you can get a lot of improvements in your learning process because you don't need a teacher at all like a
SI1267-00428-P50022,"I believe that when you are reading alone you get very tired, so attending lecture has the benefit as the advantage of letting you make questions to your teacher, and your teacher can help you understand your matters."
SI137O-00868-P50021,"In my humble opinion, I think that it is most more important to doing exercise every day and help our body and stress, depress, anxiety, and help our body to have an a healthy lifestyle."
SI12BD-00924-P50021,it I don't believe to do a lot of exercise five or seven days a week I don't think there are positive there is positive for your body and your mind to do exercise two or three days a week is it's
SI137O-00132-P10008,"big, actually like you be um lawyer."
SI137O-00947-P40018,- Today we will be discussing the effects of acid rain and acid rain is caused by the pollution from vehicles and factories. The acid particles are carried by the wind and
SI131R-00619-P30017,- The advantages to do fitness in school is that children can be fit and have funny because when you don't do sport it normally is a very cheerful and happy and you will be healthier. The disadvantages could be that you have less time to.
SI137O-00469-P50023,"Well, I think it depends on the use of technology. Maybe if you are kind of addicted to some kind of technology, maybe you are not keeping good practices about your health. But for most people, maybe it could be great."
SI114J-00160-P40018,"- As we can see from the diagram, pollution made by factories or vehicles are converted into a particles. These particles weigh less than an eighthon, so they can be carried by wind. Then we can see that some particles fall into the ground or into the river, the"
SI131R-00613-P40018,well if you aim to travel by airplane the first thing you have to do is to get to the airport and you can get there by car by bus or by train those are the option or even if you live really near the airport i guess you can go on foot too but that's not really common what once you get to the airport you you should do
SI137O-00926-P10006,"Well, the most I like doing at my free time is outdoor sports. I like going down with fresh air and I like also water sports like kayaking, with soft because I like the beach, the sun."
SI131R-00613-P50022,well usually it is because if you're attending a lecture that means the lecture is given by a professor a teacher even a doctor so he's an expert in that field field of expertise so
SI12BD-00683-P10005,"I am very interested because the pollution, the greenhouse effect, as well as other important things, are very affected like war world warming are very important for our future. We have to save our planet in order if you have to go on."
SI128D-00008-P50022,"Depends on the case of the lecture, because if an interesting topic of me is more beneficial for me, because I'm more attending um different, but if it is not important for me, I think that learning a book is more."
SI137O-00953-P50021,neck it is essential to keep our body move stretch you know it will release the stress in our bodies it will make our bodies easier to move and healthy I think that's important also for our neck
SI127E-01821-P50023,I think that in a team the people were better and done alone because you were less time for a for a work that you can.
SI137O-00132-P50020,is is very important too because uh we need water and uh if i don't drink water i have thirsty very thirsty
SI127E-01059-P50021,mm-hmm i see important a relation uh have relation uh have relation with with other people and uh you can learn uh skills for the other peoples and it is more easy and more fun
SI137O-00880-P40018,nowadays it's the most effective and fastest way to travel is using plane and now i will try to explain how can you use plane for traveling first of all there are a lot of way to go to airport you can use taxi bus or train or subway and when you get in get there you should first you should
SI12BD-00401-P50021,"point. They have the opportunity to interact with different types of persons, different types of how to get a problem solved So they have to see different ways and they can learn from others very well. That's a very good point"
SI1267-00978-P30017,- nowadays students have to study a lot and they have a lot of works on the one hand these jobs help to students because they learn a lot of
SI131R-00296-P10006,Normally I like to do some kind of sports outdoors or then to go to the cinema and have some time with my friends as well.
SI137O-01030-P50022,"From my point of view, I see attending lectures is half more effective than learning alone because when you have the atmosphere or with the people around, so it can give you more energy to study. Not only study alone, I think it's so boring to study along."
SI137O-00067-P50019,"You can't spend a whole life by just eating or junk food, so you should you should do this in particular times. You should eat junk food and fast food in particular times."
SI127E-01257-P10005,well actually I'm quite interested in the environment and in the preservation of the of of this I like to spend time at the woods or even at the beaches I really like to have a word that is not polluted and that can persist for me
SI127E-01408-P50023,"In my opinion, a university need to modern learning facilities because it's a a skill or um well yeah a skill for learning to better."
SI137O-00576-P10007,"My sister Ricos he is lovely and opnym, and I wanna lose my time with spend my time morally with his but not others, and I love his."
SI127E-00581-P10005,And also it's very close to the airport and also I can see many kinds of a few natures
SI137O-00710-P10006,Coding and playing games.
SI12BD-00962-P40018,"Then, when you arrive the iPod, you go to make the check-in and then you present your document."
SI127E-00906-P40018,"- As you see in this diagram, the people who want to travel, they can arrive to the airport by cars or pass or pie or pie train. After that, when we reach to the airport, they must do check-in with the employees employee which work there. After that, there is a document control. After that, the security will check the packs,"
SI128D-00038-P50021,it depends on the march march which you to have if you have a good march uh you won't have a difficulty to stand in another country you have to be a good student
SI127E-01806-P50020,"I completely agree, but it's true that last year with the pandemic it was impossible, but it was necessary to teach from the computer, and we need to connect and We did face to face, but it didn't work the same."
SI12BD-00171-P50021,"By working together, a student can learn to hear to the other and to share their opinion so that they have to get a solution for all the group and not only for one of the members of the group."
SI137O-01032-P50019,"So, for my opinion, uh, together a very healthy lifestyle, we need to consider about its inhabitants. So, we need to eat on time and eat less the red meat, and we need to use more green uh like nuts and vegetable."
SI127E-00839-P50022,I agree with people who say it's important to sleep a night every night because I think that if you sleep a lot of hours you will be more concentrated or maybe you
SI12BD-00163-P50019,"I think before having a good eating habit, you first have to realise what your bad eating habits are, so you really have to know what they're eating, and then you can switch things like cookies or chips to um healthy things like fruits or vegetables."
SI137O-00838-P10007,"I think the best way to improve my English is listening to the news in English, because apart from improving my language skills, I also learn about what is happening currently in the world. I think I get a lot of opportunities."
SI1267-01195-P50020,well it is very very very important because you will keep first of all you will keep your body and you will keep your mind your brain uh it will be healthy and second it it is very natural it is what our body needs what uh the humankind needs to
SI137O-01005-P50019,foods and veggies
SI137O-00645-P40018,in this in this moment i can I'm going to to explain a a scan or a paint well in this the first the first time the pollution that is at a car in a factories and then the pollution up up and the spare acid particles are in the smoke.
SI1267-00792-P10006,when I am when I am holiday I enjoy swimming at the swimming pool uh going with my friends into a bar or restaurant seeing
SI127E-00429-P40018,the factories in vehicle create pollution collation collation for weight acid particles they are in smoke so the wind carry and however some acid particles
SI1267-00611-P10007,"My best way I find out that is sit in my desk and study and review all the grammar, also listening, watching movies, and of course speaking, and in this page, speak and improve."
SI114J-00519-P50023,"It is important for a university to offer modern learning facilities because the students feel more involved, and having the latest and the most modern facilities will help them to anno study."
SI137O-00519-P10005,"I really would like to learn abroad, for example, in North America or in Spain."
SI1267-00431-P10008,"I think, if I have the chance to learn other skill, I would like to play piano. I love piano since I was a child, so maybe it's a good time to start playing piano, but I will be a little bit."
SI114J-00472-P30017,"Nowadays, the university is very expensive in the USA. For the reasons, a lot of students need a part-time job. This is the main advantage. The job to earn a lot of money to pay their career. But the main disadvantage maybe is the time. The students"
SI1267-00586-P50021,yes it's very essential and do exercise because your body and your mind need a need a open uh or the right and
SI131R-00377-P50022,"I think that tending ladders is the best way, because in that way we can is more dynamic, and we can talk with the teacher and a teacher talk with you, and more is more productive and more."
SI137O-00099-P50022,I agree it is really important to sleep eight hours per night um maybe go to bed at ten p m at least.
SI127E-01123-P40018,Reportly the line chart illustrates how many people to see the new line pop music sites it can be seen a lot of people see a music now perhaps this choice is related to the type of music.
SI1267-00666-P50021,"During group projects, students are able to develop their sense of communication and not to say things aggressively and to understand the point of view of others in their group instead of working alone and having"
SI137O-00868-P50022,hours in night but some people don't need this time to sleep but we have set the limit and sleep over seven six
SI114J-00144-P40018,"I would like to talk about the formation and consequences of acid rain. First of all, the factories produce a lot of pollution and release smoke and other dust particles into our atmosphere. These smoke contains acid particles which are released into the atmosphere and carried by the wind. Some of the acid particles fall into the ground as dust while the other acid particles mix with the cloud water resulting in the formation of rain or snow."
SI1267-00428-P50023,"I believe it's very important for universities to provide modern learning facilities, but the most important is for them to have adequate learning facilities to the matter they are teaching. For example, if you are teaching cards, you need to have pating boards you need to have"
SI12BD-00081-P50023,"Technology helps a lot, but there are people who use it negatively, so I think that bad."
SI114J-00201-P50019,"Technology is very important for a student. If you have a computer, you can research for a lot of information and also nowadays, a lot of the activities you must do have to be done in internet."
SI137O-00326-P50019,"Well, to develop a good eating habits, I think we need to keep balance. We'll use three meals a day for breakfast, we need to eat better, and for lunch, we need to eat more and For supper, we need to eat a little."
SI137O-00935-P40018,"- We can see that factories and vehicles make pollution. This pollution make acid particles because these acid particles are in the smoke of the factories and the vehicles. And after these acid particles are carried by the by wind, and the"
SI137O-00151-P30017,"- Okay, and I'm going to talk about the question if about whether or not students should do part-times while they are studying while they are studying. And to my point of view, I think that there are some advantages like for instance, they will get some money and they will be able to have some responsibilities about what they are doing. But on the other side, there are some disadvantages like for instance,"
SI114J-00124-P50022,they are right I agree with them everyone should sleep eight or six or seven hours a day because rest is so important.
SI114J-00603-P50020,The problem you may face when you walk with a small team is that don't have the opportunity or the the capacity to to meet deadlines or to take part in big projects.
SI127E-00536-P50019,I think that the student thinks in the job a relax and why and the university of course.
SI12BD-00892-P30017,school the advantages to make fitness in the school are that to do sports make feel better your body although you could relax your body and help to concentrate better. in the other hand the
SI127E-00489-P10008,definitely hard to choose what job but i suppose i prefer to be an artist in future and have my own studio and work with lots of musicians and directors and it's my dream job
SI137O-00868-P50020,"It is of the utmost important to drink water for our body, because many acts that have our body needs water to produce, and this is regulate all systems in our bodies."
SI1267-01021-P50020,we need to drink a lot of water to live in because our body is made of 80 percent water actuary so we need a drink
SI137O-00418-P10006,I like to read news I love the economy and the science and I like to read about science and economy news and in my job it's important to know about the last news.
SI127E-01675-P10008,in the future i would like to live here in Spain because i love display i love malada and his culture and his mediterranean food i love it it's weight my friends are here my family is here
SI127E-00737-P40018,"3. Acid rain causes. First, because factories pollution. Second, acid particles are in smoke. Third, acid particles are carried by window. First, some acid particles force as dust. Why fifth, other acid"
SI12BD-00186-P50019,think students can use technology to study more effectively by using websites that are legal and also being concentrated in what they are looking for so that.
SI114J-00607-P10006,when i'm on holiday i like go to the sea and swim otherwise i like riding with my bike or meet my friends and do some parties otherwise yeah i study my holidays obviously
SI137O-00779-P50019,"I think students can use technology because there are some useful tools such as the telephone, maybe you can download some apps to help you start studying the topic that you want. Actually, now in internet you can find anything you want to, and for learning it also applies."
SI127E-00765-P10005,"A lot because it's opportunity to meet person improve your knowledge and improve your skills about the communications, and if you want to go to other place I like it."
SI12BD-00460-P10008,if i could learn a new skill it will be maybe french or english i think first firstly i want to improve my english because it's my second language and then if i can i want to improve french or maybe germany i don't know it's very difficult to say
SI137O-00577-P50019,Eating has many benefits such as reducing the risk of heart diseases a stroke obesity and type 2 of diabetes.
SI131R-00006-P40018,"- The acid rain phenomenon is formed when humidity in the air combines with sulfur dioxide and nitrogen oxides. This phenomenon is highly aided by emissions produced by factories, power plants, and vehicles that burn coal or petroleum products. When this phenomenon occurs, the wind spreads dissolutions to the atmosphere for hundreds of kilometers."
SI131R-00613-P30017,well i'm all for getting a part-time job while they are still studying in university or the college i think the soon you enter the world of work the sooner you are going to get used to that kind of lifestyle you know because it's really different being a student and just student a student
SI137O-01032-P50022,I think it's ours and I for the young people for the children is very important and for the other maybe it's less a little bit about seven hours or six hour half that is sufficient for them to
SI127E-01257-P10008,Perhaps in Europe I'm pursuing for a master's degree in Germany and I would definitely like to to live in in Germany perhaps in Berlin or maybe in Cohn I'm not quite sure yet but yeah I would like that
SI127E-00575-P50022,I think the best way is knowing a people from that a country because they know better than nobody and they can continue think.
SI127E-00368-P50023,well I think both are true because technology sometimes we need it but another thing is a trouble many many children have
SI127E-01847-P30017,Doing an internship while you are studying give you the opportunity to see truly the real uh reality of the job that um what you are studying about in your studied or university. One of the disadvantages uh could be that maybe it is necessary to eliminate um some.
SI127E-00639-P50020,there are very very advantages because you called spoke speakable with more people and relationship with more people and include work or no new cultures
SI137O-00297-P40018,"- Well, the acid rain is caused first of all for pollution. The factories on the vehicles explode pollution in acid particles. The acid particles are in the smoke and the acid particles are carried by wind. The wind some acid particles fall has a dose but the other particles"
SI131R-00619-P40018,the process of made honey is start when the bees collect nectar from flowers after that this made honey from nectar in be he with the dying beekeepers call it honey from behave and this is put in hearts when there are enough the transport and
SI137O-01030-P40018,so um today I will talk about the traveling by airplane first if you want to travel by airplane you need to uh use your own car or go on bus or take a bus to go to the airport and then you come to the next step is check in you need to show your ID for the receptionist so they can check for you to check in and next one uh you have need to have the document control um also the next step
SI127E-01091-P10005,the place where i live is a very polluted city with a lot of factories and forests with trees is a nearly a big city plenty of shop
SI12BD-00683-P50022,i think students can achieve this goal in different ways but maybe the most important one is by having conversation with local people this way is going to be involved in different ways so it's going to be easy for students to develop
SI127E-00368-P10007,I really enjoy to procure my English as speaking.
SI114J-00118-P30017,"- All university students should do part-time jobs while they are studying. I don't know because uh if the students are working even part-time and they need to to pay uh their their studies, I think it's a good"
SI137O-00958-P10005,"I really love learn about other people, other cultures, other foods, because in the future, I would like to travel around the world and know different types of cultures and people. So I love learn about other countries."
SI12BD-00644-P10008,I would like to have skills of calculating for m and a because in my department we have a lot of opportunities to support for m and a project the project is very huge impact so it's demanding for me
SI127E-00777-P50023,"I think the same for me, becoming independent is more important to the life of a student, and living another country only is very interesting."
SI114J-00566-P30017,The advantages to get job to buy the university studies is that you are independent because you can pay your bills. You can pay your taxes you can pay your food etc. The disadvantages is that you don't have free time because you part time to have a job and study and you can enjoy your
SI137O-00926-P30017,- Well I think doing part-time job as well while you are starting it's very important and has many advantages the first one is that you earn money because at this when you're starting you have little money and you need to your parents give you money the second advantage is that you made your timetable more efficient
SI127E-00906-P50023,"Actually, it's very important for the college to learning more facilities for the students. This will help the students to graduate in an easy way and it's important for the college to have more students in the college."
SI131R-00261-P40018,- Good morning everyone. How you can see in these pictures the factories and vehicles are produce acid particles with the pollution and these particles are carried by wind and some of there fall as that another acid particles mix with the
SI127E-00526-P40018,"We have to take into account that pollution is made by factories and vehicles. This pollution, as we know, is made by smoke, and this smoke have acid particles that are carried by wind. And at this point, ah, we made ah distribution, a binomial distribution in which some"
SI12BD-00426-P50021,i think that you can learn about leadership and teamwork when you work together with other people for example you can learning about another person or their techniques from each person that that is this in
SI137O-00333-P30017,I believe that in most of the case all the students should do part-time jobs while they are studying because there are a lot of advantages like uh doing a job and earn some money uh in learning new skills like social skills or how to they can learn how to manage the money however i think
SI114J-00287-P50021,"I think it's important doing exercise, but no hard exercise. It's only with a couple of hours running or..."
SI1267-00987-P10007,"Taking some classes, and also trying to do all the homework."
SI127E-01806-P40018,iPo this diagram shows the different states that you need to know when you go to an iPo or a train station firstly you need to arrive to the airport when you arrive you need to to go to the check-in give your documents and after when you put your lookers you need to go to the document control where there is an officer that
SI137O-00834-P50023,"Our technologies develop every day, every year, and of course we can use it in our daily life because it helps us to make better our life."
SI12BD-00426-P40018,well the process to traveling by airplane is the next first you can select many options to to arrive to the airport you can travel by taxi or the boss then you have to check in in with the employees of the airport later you have to pass to the document control with the security of the iport later you have to wait in the in the room wait
SI137O-00630-P50022,"yeah for some people, and attending lectures could be more useful um because they could be distracted very easily in their houses to digging by themselves. But for some people, maybe it could work better to to use read lecture by themselves."
SI1267-00428-P10005,"Yes, of course. I live in a small city with not so many buildings. It has a small shopping center also. But the thing that I enjoy the most is the green spaces, and it's also near the beach, so you can have a lot of sun."
SI131R-00463-P10007,most similar to my brother because we have like the same hobbies you
SI137O-00250-P40018,"The acid rain it is common for factories and bakers to generate toxic substances in acid particles, starting white the pollution, leather acid particles are in smoke, leather the acid particles are carried by wind, leather some acid particles fall as dust."
SI131R-00128-P10007,"I most enjoy spending time with my mom, because it's the happier woman I ever know And she always has fantastic ideas to do plus with other friends."
SI127E-01812-P50023,in my opinion I think it's very important to provide new learning facilities because then students will be more happy with it and maybe they will choose this this university.
SI137O-00694-P10007,"As I said before, I have two little brothers, so we are kind of wolfback, and we spend a lot of time together. We usually play football or tennis together, but also some um chess matches are pretty emotional between us."
SI127E-00209-P30017,"- Having a part-time having a part-time job for students have some advantages. They don't need to ask for money from parents. They will have their own money, so they will be independent and they be more free. Dis advantages one of the biggest disadvantages is less tasks less time because"
SI137O-00789-P50020,I think for our bodies are important to drink water and stay hydrated because we need water for a lot of processing in our body. Our body need to get rid of toxins that we insert in certain foods and to process everything with water and Our cells is made.
