File-id,New ASR Pred
SI114J-00352-P10008,"Cor: In the future, for example, when I retired, I would like to live in Valencia, near the beach, because the weather is better of other cities and you can walk along the beach's"
SI127E-00799-P10005,Salamanca is a historical city one of the most important in Spain and it has the longest university in the world but that' in the summer it's a busy toys the so and the city we see a lot of toys each year so I think that it's incredible city
SI1267-00642-P10005,obviously my my favorite part of the deities is summer.
SI137O-00099-P10008,: It would be cenic and also I would like to learn bakery.
SI131R-00338-P50022,"You shall sleep in not about eight hours per day, and don't sleep to-morrow in the weekend It's not good for you your' straight and just live to sleeping in no okay"
SI137O-00821-P50019,uh i think maintain your maintain your meal eat regularly make sure do not overe and eat fruit as much as you can you
SI114J-00476-P50021,yes it is no yes it is we need at least 30 minutes a day of exercise is a healthy rabbit healthy
SI1267-00811-P50021,": We will be able to learn many things through group projects. First of all, we will be able to learn the skills of discussion, how to explain what we are thinking about, and how to hear others' ideas. Also organizing the project itself,"
SI137O-00269-P10007,Stoothing and speaking English.
SI137O-00083-P10006,"I like to read a book or watch views, or just relaxing and laying on the bed."
SI137O-00230-P50023,": The technology is a very important part of our life today, but his use of this controlling is not good for the health."
SI1267-00785-P10006,well in my free time I usually read books I think that is a great way to unwite and also I can enhance my knowledge and get to know more about the world and readings also to have my studying too and I think it's a great to get good marks
SI12BD-00401-P50020,: I wouldn't say it's best at all but I think for some topics it's very important to have your teacher face-to face. So have you can ask questions at the moment you have them you don't have to wait for answers and you can give you examples
SI114J-00151-P40018,traveling by airplane I need to go to the airport by car or a public transport then when I arrived there I have to check in and at the same time security has to control my document after this those activities I can wait at the restaurant or drinking a coffee and at the time at the time established at established time I can go go on the a plan and set up the
SI1267-00034-P10008,"In the future, I would like to live in a house along in the country uh far from the town uh not very close to other houses I don't like uh that the people land me."
SI127E-01812-P50020,"- As a teacher, I totally agree with this. I prefer to stay in the class with my students and I think it's better because you can talk with them and they can ask you some questions."
SI1267-00725-P10008,"""I want to be a pirate because I want to enjoy flying the sky and I have to save everyone's life so I want to be a pirate from the lesons."""
SI114J-00481-P50020,": Well, I'm a self learnner person, so I believe it's good to take contact with a teacher face to face but as well, you can do the same job by by your own. you don't need to necessarily"
SI137O-00710-P50022,sleeping is very important if you do not sleep enough you will seriously damage your brain and you could develop dangerous diseases such as schizophrenia you
SI114J-00708-P50021,"I think a native for example, American native or English native, speak very very rapid very quickly, okay for me, it is uh an obstacle."
SI114J-00714-P10006,"I enjoy visiting other places. Best of all, I like to visit other countries and to see and to know other cultures."
SI1267-01157-P30017,: way there is very students students while they are a student but it's good this often on the one hand they earn more money and they have more independence On the other hand there are less time for studying or going to the cinema with reading or with parents from my point of view a student while you are working is very very good because you you can student an year morning at the same time for buy a different.
SI137O-00323-P10006,I enjoy playing basketball and uh take a journey on my holiday.
SI114J-00519-P10008,i'd like to have a job as an electronic engineer that does electronic designs on my current job i can do that so my intention is to get a job where i can develop myself keep learning and and show all that i have learned throughout the years
SI12BD-00492-P50022,"Speaking from my personal experience, I would say, the only way is to interacting with the person and acquiring their habits and learning from their culture, not only because of the language. I'm convinced that this which enriches their students,"
SI127E-01561-P10006,I prefer to spend my free time practicing sports and improving my English level. so sometimes I like to hear some podcasts or I want to see movies in English and I want to improve myself like speaking.
SI12BD-00017-P10008,": In the future, I would like to have more hips because I have one son and I love him so much but I want to have more sounds because I like to see tail with his."
SI127E-01947-P50020,"- As far as I'm concerned, drinking water makes your brain get more concentrated, so you're more focused on doing your tasks and as well as well, your body needs, especially if you are going to start doing exercise, is essential."
SI127E-00906-P10005,"Ila I live in the United Arab Emirates, especially in Abu Dhabi city, Onal Khiya Strait."
SI12BD-00137-P50023,"think it's too important because when you facilitate learning, students can probably improve their skills. So if you ask me learning, it's one of the best ways."
SI137O-00054-P40018,this diagram shows the different stages that people need to go through while traveling by airplane first of all you need to go to the airport via car bus or train the next step is the check in while you do the check-in you need to prove that the different documents that you have are clear the next step is the security control and when you pass that control you wait in an area with different amenities like coffee shops shoppings restrooms and other features when it's time you have to walk on the plane and when you have the notification from the airline you take off and the travel starts.
SI127E-00482-P50022,": OK, so as long as it can be possible to have face-to-face communication or work team, I think it could be better. But there are so many technological appliances in order to maintain that work team"
SI137O-00519-P40018,: The pollution from so many factories and vehicles causes acid rain because this pollution go out to the air and then acid particles will be in the air in smoke and then the wind goes away these particles and so that some acid particles fall as dust on the earth and some of them mix with cloud water so the consequence is the acid rain or snow.
SI131R-00094-P50020,War keeps you hydrated and it can give you clearski.
SI127E-01489-P50021,"I think it's good to disagree, but also you need to understand the different points of view and try to make an agreement that all the team members feel good about."
SI12BD-00683-P50023,I honestly think that this is completely true because by living in another country you have to do everything by yourself this means you have to learn how to cook how to find a job as well as have to study on your own this will stand students in very good
SI128D-00115-P10006,"I used to spend my free time working in another in another job, but nowadays I' am getting used to try out school arriving I think that is a good activity for my health and also for my mind."
SI137O-00477-P40018,afternoon everyone it is my pleasure to give a presentation on aspirin and in today's presentation I will show you how pollutions cause aspirin and there are two main pollutions causes asrin and the first is factories and the other is vehicles and they get pollution into the air and be and produce the s particles into the air and the air particles are carried by the wind and some as particles fall as dust and the other as particles meet with the clouds and become the rain or snow and then and then get into our living environment and they will damage to our living environment so as you can see the main reason is the factory and the vehicle calls the aspirin and that brings me to the end of my presentation thank you for your listening
SI137O-00491-P50022,I think the local culture is central in the life of students when they are going to study abroad because they can make a friends if they if they go to a local to local culture and I don't knowpe
SI137O-00935-P10006,"I enjoy spending my free time with friends or making sports like fitness, like tennis And I also like travel all around the world to see other cultures."
SI137O-00926-P50021,"s exercise is also very important to keep your body busy, and your muscles exerc exercise I mean uh you need to be as strong as your body needs, and also your muscles need to be trained."
SI131R-00035-P50019,"Technology must be a part of a study, but not the end of a study. Technology can be adapted to the programme of the students and then will be very useful for them."
SI137O-00530-P30017,": I think the advantage is students can gain the experience from this. and also they can independently have payment from the job and they can spend that money freely or they can use that money for their studying while they're studying. And this disadvantage is it will take more time or need to manage the time to do both job and studying and there will be less time for studying because it will take more time to do both things. For my opinion, it's advantage than disadvantage."
SI114J-00486-P10005,"So, I live in Demachianagi in Kyoto in Japan. The place has Gikachi. It is a Japanese famous temple."
SI137O-00576-P30017,"All students should get jobs to pay for their university uh advantage side of this they can be strong and um make them to make them improve to pay and uh advantage maybe they can't uh study for full time if they want to be first but in my opinion, it is good to pay for university but not every time every year uh and um studying with pay may be important maybe it the same the students uh feel that's important to them to study because they pay to it if they don't study they or"
SI114J-00054-P10007,i love to spend my time with my husband he is a great person he is a very good person inside and out i really love to spend some quality time with him i love to go for auto with him i love to have meal with him i love to speak with him
SI1267-01157-P10007,the best for of improve my English is speaking with other people that they can speak English how the native person chatting with them and different kind of
SI1267-00725-P50021,acquire care of group work then they can use the care for their future job so it is important to acquire the group skills by group projects and
SI137O-01032-P50020,so the brain of our human being really needs the water to rosette to help them function function probably so one and one a half liter of water every day thats very good for our brain to work in brain
SI137O-00418-P30017,on the one hand it' great idea because with this the students can improve the skills in degree and the students can find the job more easy but on the other hand and the students have a little free time and they must be focusing in the subjects in my opinion it's a positive things and the companies can teach to the students for to improve their skills and the students can find job more easy and and you can see like the full job it will be and
SI12BD-00186-P50023,I think for them it' very important to provide learning facilities to their students because by this way you can facilitate them a good way to learn a good future and be used to these learning facilities.
SI12BD-00017-P10005,"My favorite season in the year is summer because at summer, I can go to the beach with my little son tail and play and playing in the sun and taking bath."
SI127E-01821-P10006,"In my opinion, it's very important to read or see news because you can find out facts the other countries or the other people and you can keep up interesting,"
SI114J-00708-P50019,I consider the climate I consider the people I consider the environment the language this country speak okay I
SI137O-00688-P30017,": The advantages of getting a job to pay for your own university studies is that if you are working something that is related to your career, it' just you will get experience and this will be useful for your future. So another advantage is that you will get money not only for paying your university studies, but also to get your materials, or anything you want, just clothing, et etc. The disadvantages might be that, you have a job, youte you're gonna completely dedicate yourself to studying, so this might cost you to get lower grades, so you need to study really hard. And in my opinion, I don't think it's necessary for students to get a job to pay for their university studies, because if the parents have the possibility to pay for everything, this will be really great, and they will they will have to scale really hard to compensate them."
SI137O-00132-P50022,"I think he has important sleep because if I don't sleep, I wake up better bed, so he's necessary."
SI127E-00631-P10006,we usually go out at a good restaurant or a pub talking together um I'm doing a sports sometimes too and we go to the cinema a lot of things a lot of times so this is the ways that we we enjoy together.
SI114J-00124-P40018,"Uh, the vehicles and factories make pollution that pollution makes acid particless that acid particles are in the smoke. so these acid particles go up with the wind and some acid particles fall as dust and the others acid particlestes mix with cloud water. then uh when it's raining, the acid particles are in rain or snow, then fall down on on the on the the in nature for example so that damages the environment."
SI1267-00034-P30017,": The advantages of do fitness classes in school are that for example students learn good habits for health and practice fitness. I don't find any disadvantage. I live it is very good for students, for friends that they practice fitness because it's a way of having a healthy life."
SI137O-00269-P30017,"I think that the advantages are that university students can gain experience by the time finish their studies. The disadvantages are that the U could be a destructive to continue their year studies. In my opinion, I think that the university students should combine both activities to acquire more experience for the future. And I think that it's very important that they manage their time."
SI127E-00930-P30017,": School um some people told me that schools and in college sort make time in school day for all students to do finished classes. I think it's very important to do that. The advantages that is make students health to be better. Many students right now spend more of the eight to ten hours a day sitting on laptop, using smartphones and eating junk food and don't exercise enough and it's very important. And what is a disadvantage? I don't think they have any disadvantage in my opinion, as a process. I really support the ideas. It's a very effective effective idea. As like me, I spend many, many times sitting on laptop and I'm not doing not enough exercise and I"
SI128D-00122-P50023,": I do agree with this opinion because it's so hard for a teenager to go outside to study by themselves and lay by themselves and If you have such opportunity, you'll try to catch such opportunity."
SI114J-00190-P50023,think it's true because when students studying abroad means they are far away from family so they they become independent they have to
SI127E-00689-P50021,yes of course it's very important to do a sport at least five days per week to in order in order to avoid future problems and also it's a good way to reduce your anxiety and your and to avoid mus Hes
SI1267-00504-P50019,": In my opinion, they should consider about the environment of their school of their compass. and also, the teacher and the cosmates are also playing a vital part from choosing a country to study."
SI114J-00481-P10006,on holiday I usually go out with my friends and I usually play as well with with thePC with them some a lot of games we play role- play games etc and
SI137O-00297-P50023,: Technology has a positive impact because it helps to evaluate the velocity in of trainings it can help to evaluate the situation of our body When we go to a specific
SI12BD-00644-P50019,"People should eat more vegetables than meat, because vegetables adjust our health, so it is very important for us to eat vegetables as much as possible in the day. You should try it."
SI114J-00596-P50023,"I am agree with this, because sometimes one had things more than one, so they can exchange ideas and do brainstorm and make the job better with obviously more results."
SI1267-01295-P10008,I think it should be speaking school because my pronunciation is not good enough so I think it should be practiced more and speaks out more with other people.
SI131R-00619-P50023,": I really think that when you go to other country, you have to be more independent because you are only a country and you have to do everything. And if you don't know how to do, do that."
SI114J-00687-P50021,": Because of my experience, the most difficult is understand with the other people in the country because it's a foreign country where you know anybody and you didn't know the language. So it's very difficult, stable."
SI137O-00368-P50023,"Invimin in the technology will help you to improve your health. but in another way, if you use your smartphone allowed and it will destroy your health."
SI1267-00248-P30017,first of all one of the advantage is that you you can you could get money and you can you could be more independent and for the last I think that you can meet people or you can have you could have other type of lifestyle the one of the disadvantage is probably you don't have time to study and you don't have time to hang out with your friends and my opinion is that if you want to get money it's better get a job and spend your time in that and if you want to study just study or hang out with your friends it's very if it's better that if you are concentrated in studies you
SI131R-00640-P10006,"- Whenhen I work on holiday, I love to some bathing, breathe the fresh air and enjoying the landscape."
SI114J-00596-P50021,"No, they have to learn how to deal with problems on opaves disagreeing in the work in the job sorry So they have to improve of how deal with them."
SI1267-00693-P10007,": My father is really similar to me, like a shape of eyes or nose, and hairstyle is very similar with me."
SI137O-00049-P50022,can see the point of people who says that but I think they are not I can't agree with them because as science tells us it is important to sleep at less seminar hours but you sleep more than you are supposed to you're going to to get better
SI128D-00003-P10006,when we have classes in the afternoon we play tennis or basketball but or however on the weekends we sometime go to shopping center or go to the cinema and finally go to the media
SI131R-00463-P10008,like to live in Australia and
SI1267-00034-P50021,The camp found difficult uh the language to be independent and to be far from the families.
SI12BD-00216-P30017,foreign: nowadaysada most of the students when they start their career you know to study at the University they decide to pay a for their students in my opinion there are some advantages because all the people that are choosing a career they choose because they like and at the end they are going to work a happily in that option however there are a lot of disadvantages because even that some people are there they in some this and they are able to pay their day in my opinion you are so that you will be happy at that work because it's going to you are going to send more of your days work so you will be just behind doing what you are doing at work and also that in about.
SI127E-00575-P10007,I am very different to all of them but if I I had to choose one I think it could be my father because I seem to them more or less I seem like to them to hurt him so
SI131R-00338-P10007,"I think I have to reading a book, watching movie or learning from my teacher, my friends, and sometimestime oh and every time I have to practice my by the making my homework."
SI137O-00947-P10008,"If I could learn a new skill, it would be a play piano, because I think music is very important."
SI137O-00067-P30017,"Advantages are earning money and learning how to work with other people and how business life is in reality and enlarging environment for students. Disadvantages are losing work. Actually, my opinion is not working at university before graduation."
SI127E-00671-P50021,foreign fiercece I think the persons that working in the group project they must think the similars and working together for
SI137O-00202-P10008,I wish I work in a compulsory secondary school because i I love eh working with teenagers and and help jo their problems.
SI137O-00838-P50019,"I think that, in order to have good eating habits, it is essential to eat lots of vegetables and fruit and avoid other kind of unhealthy meals, such as chocolate or sweets."
SI137O-00353-P10008,": If I could learn a new skills, it would be drawing. I really like drawing pictures, drawing futus, and this is my favorite skills, and I'm trying to learn it, and this is something I would really try to do it."
SI127E-01489-P30017,"Having a practical experience in university is a really good advantage for the undergraduates since they acquire experience skills, they learn how to solve problems and how the real world is because it's a completely different environment in the university and in the professional world. The disadvantages are that sometimes to have to make a connection between students and different enterprises, it's sometimes difficult and to administrate the time of studying and also their practical experience. In my opinion, all the students should have at least one of these experiences in their curriculum before they graduate."
SI1267-01295-P10006,"I spend spare time on going shoppinging, or sometimes I hang out with my friend, or sometimes I'm just staying at home to listen to music."
SI137O-00132-P10006,like he watching movies and walking in street and I like to do shopping and go to a small to mall and we
SI127E-00482-P50023,: okay I think that the teamwork could benefit the the work itself because I think that working in a team it's the best way to share information the best way to communicate with your partners and the best way to know different outlooks about the stuff you are
SI137O-00674-P30017,foreign for me now for me now I'm working on Zara online I I think it's a good idea to work to do bartime jobs when you study because it will give you more experience and it will develop or improve your skills your communicating skills and to it will give you more skills I think this uh the advantage other the disadvantage for me is because you will you have no time to work have this time to work and study at the same time it's so difficult my opinion uh you need to work in the bartime jobs but you need to make money to make money but you need to give a time for your study and
SI137O-00838-P50022,"Regarding this question, I think that eight hours is too much. Of course, if every everyone could afford sleeping eight hours every night, that would be a luxury possibility. But I think that our tight time-tables don't allow us to sleep so many hours."
SI1267-00629-P50023,"I totally agree with this point of view because I think if you do something maybe you could get it but if you doing that is in group, it's better."
SI114J-00201-P40018,"Well, I'm going to explain you what you need to do to travel by airplane first of all first of all, you will have to travel to the airport. you can do it by car, by bus, whatever you can afford. after arriving to the airport, you must check in in the entrance and make sure to to bring with you all the documents after because after that, you must have a document control, and they will look at your at your backpack to see if you have something dangerous in the if you bring something dangerous. after all that just you have to wait and while you're waiting, you maybe can go to the bathroom, to the restaurant or maybe by something. When the airplane is ready, you can take off."
SI127E-01913-P50019,: I would like to say that technology is unnecessary to the process of study and learning you can help it with technologies or du proxyxi
SI12BD-00714-P10008,": I will live in Tokyo because my friends, many friends are living in Tokyo, and I think in the future they are still living they will still living in Tokyo."
SI127E-00709-P50019,": I think that it's very important to know that technology won't resolve of your problems, but technology can afford you or have the facility to that you can take up really fast and easy information"
SI137O-00926-P10005,foreign well I think knowing about other cultures is very important and I like it so much I've been in many other countries because I like to new different people different cultures different food and I think it's very important
SI1267-00428-P50021,"Group projects can be helpful for students in order for them to develop, for example, communication skills. They have to communicate with each other. Group projects also demand a lot of planning and task divisions."
SI1267-01021-P50019,I think uh the breakfast is the most important food uh in uh uh in a day uh because uh we can get uh energy from a breakfast to uh take uh
SI137O-00440-P40018,foreign mini pollutiontion come from vehicles and factories and go up go up uh at window at Sky and the window um move it and the parts of the zoom uh downward to legss and to around uh another part go to and mix it with a cloud water cloud um and some of them um telling with snow and with um was it rain was rain um this um this acid is pretty bad and damage to environment and we usually live
SI131R-00377-P50020,": Yes, I agree, because when you are face-to-face with your teacher, you be more focused because you can be struck with other things like cell phones and television. So I think face-to-face is better for focus and learn better."
SI114J-00197-P30017,hmm I think that the appointed advantage for this that the the student can clean her mind his mind about the subjects to be more more calm but the disadvantage could be that there isn' an enough time to to guide the materials in the subject and could be complicated to study my opinion is that it' necessary that there is some order to do a special
SI127E-00765-P10006,: I spend my free time in play with my brother PlayStation and another hobby is to go to run with my dogs at nearly one hour or two hours per week. Thank you.
SI131R-00639-P10006,in my holidays I like to spend time with my family and do activities with my brothers and sisters and my parents I would like to visit the beach you
SI1267-00266-P50020,"- Studyning in a second language is going to be very beneficial because once you finish your studies, you are going to excel in your use of that language. You are going to speak and write perfectly that language."
SI137O-00471-P10006,"Oh, holidays I generally spend time with my family and stay home on watching t v or do some exercise or um pet however pets."
SI1267-00151-P50023,technology is positive because we can memorize eating habits and how many drinking water and how many times doing exercise so please using technology as for
SI12BD-00081-P30017,"I think that the adventure is you win money, and the disadvantages is that the homework is more, and you don't have time in my opinion. I think that is a good idea because the gosh I always need in my life and in my studies."
SI1267-00586-P10008,I knew that I improve my hair because it's very difficult for me here speak in other languages
SI1267-01051-P10006,i am a tourist i'd like to stay on the beach or on cafeteria with a drink in my hand just see the the view and the scene or just swimming I would like to music go to the museums or in other sightseeing places in order to know about the place
SI12BD-00652-P40018,": okay, regarding to the image, I canduce that thepol pollution is the principal cause of the acid rain. This occurs because the acid particles are in smoke and then these particles are carried by the wind, and other particles fall as dust. After that, the acid particles are mixed with the cloud water. and finally, these particles are in the rain or in snow and it is really bad because it pollute."
SI1267-00693-P10006,"It depends on the weather. For example, if it's a sunny day, I often enjoy playing basketball with my friend in the park. It is very exciting and relaxing"
SI1267-00253-P50022,": Oh, they can learn a lot of the local culture and their traditions. Actually, they will learn everything they do because he will stay 24 hours with these people, so this will help them a lot."
SI1267-01051-P30017,: well this is very difficult because during your studies it is very difficult to have a job because this is a time the time of your life you have to study and to benefit yourself with skills you have only to learn at on the other hand you should have your own money you are an adult you should earn the money for your living and also to pay for your studies this interact interrupts you from your lessons but from my point of view it is very important to earn your money so a part-time job I think it's the best solution about it.
SI137O-00440-P10008,um a new um skilled uh passion leadership project management and um mini s- soft skills
SI114J-00195-P50023,foreign I totally agree with these people because you have to do it everything by yourself uh you have to do the ironing you have to do the laundry you also have to cook by yourself and do everything by yourself you have to to go shopping and you
SI127E-01822-P50021,"Working together in group projects can develop some skills, as for example, to incorporate the knowledge of other people in some subject you are working in."
SI12BD-00181-P50022,I think it also vary from person to person and for me and for me i can stand more efficiently by attending lectures because i think listen to teachers is more effective than then then read books also for information by myself and so that sometimes
SI12BD-00186-P40018,well to travel by airplane is very important at first you organize your travel that someone travels you to the airport then you have to pass check in here you have to give them your luggage and your passport and they will give you your ticket then you have to a document control here you have to give them your passport and your airplane ticket and they will check it and then you have to pass security you have to take out your shoes and the technology devices that you will have and then when you pass all these things you have to wait you can go to the bathroom or its something and then you can board when is your time of the flight.
SI137O-00471-P50019,"yeah technology can make students study remotely and you can study on bus, you can study at home, and you can use all your extra time to study, not just in classroom."
SI127E-01609-P50021,: I think do people do exercise in everything? Because it is very good for health to reduce stories and to make a good condition of.
SI114J-00190-P10007,think my father because we have the same character we are passionate about books novels and
SI127E-01822-P30017,"Well, actually, I don't think that all students should get jobs to pay for their university studies. Why? Because the disadvantages of that if they have to work after the classes, they don't have time enough to study and to prepare the exams. So if some of them can study without working because their family can afford it, they should do without working. And what about the people who cannot afford? Maybe it's okay for them to work and to get a job after the class. It's okay, but they are going to have more difficult for studying or have a healthy social life."
SI1267-00924-P10008,": I think I would like to speak with Sonimo, for example because I love the animals and I would like to know what they think and what they want to say. So yes, this will be."
SI114J-00160-P10007,I consider that the best way or the principle is to practice exercise and in some cases to talk with other partners or students to understand each other and learn about.
SI127E-00930-P50021,"I think the difficulty of studying in other countries the most difficult is that you have to be a confident and independent because you have to learn alone, live alone."
SI137O-00353-P10005,": I'm really interested in learning about other countries, actually, about their culture. I really want to know which kind of clothes do they wear, which kind of food do they eat, and which stereotype do they have? And this this is something I'm searching about."
SI137O-01032-P10005,": It is really enchanted to discover new culture, the way the people behave with each other, and the cuisines and the lifestyle in other countries."
SI127E-00765-P40018,": Hello, in this presentation, I provide you some information about the effects of acid rain. So let's start with the diagram, this presentation based on the the diagram. So let's start. First of all, the acid rain start with the pollution. this pollution is produced by the vehicles of the factory, then we have to the particular circuitry by wine, then mix with this particular with the closed water and then finally, the particular sun rain or snow in the earth. So it's very difficult."
SI131R-00588-P10007,I reckon that the best way to go to some speaking English country but also to speak with native speakers um to practice at home with by watching movies in English or to speaking with yourself if you don't have anyone to speak with.
SI127E-00617-P50022,"yeah I think it's very important. It can be different. Everybody have different uh sleep timing, but especially if you arere not very junk, you have to sleep very well if you want to do in the right way all your activities."
SI127E-01947-P50021,": I do believe that brain exercise is essential to do every day because it reduces the levels of stress and anxiety I mean as long as you do 30 minutes minimum, it's just very beneficial in order to start this habit in your life"
SI127E-01677-P50023,"Well, all depends in the way that you use that technology. of course. So much people spend more time watching the TV in the sofa or in a chair, or watching the screen of her mobile phone or her computer, which is no health."
SI1267-00475-P50019,foreign first of all they should consider if they have the money and to spend their a year of a scholarship and also if they already earn the place to the university or to the high school uh secondly they should care about if it's uh their
SI137O-01005-P50023,: I think technology has both a negative and positive effect on on our health because the good side is it can save our time bad side is it can make our us uh lazy.
SI12BD-00144-P50023,": You cant say technology helps a lot to change your lifestyle, but in my opinion, technology's not the best way to stay healthy."
SI137O-00582-P10008,"If I could turn a new ski, it will be skydiving because I always wanted wanted to try it."
SI114J-00118-P50019,"My advice the people needs to uh eat uh more vegetables, less sugar um nature food, uh less salt I think it's very nice for starting."
SI114J-00762-P10007,"When I was a child, I liked and spent time with with my friends i I liked walking on the mountain um playing on playing games, or such as football."
SI1267-00507-P50022,"Depends on our age, but yeah, kind of eight to ten hours, mm that's all I need to sleep well and not to be sleeping all the day."
SI137O-00656-P50023,technology play a both role in human life positive way also a negative way also many uh positive things are present in technology and um in same while in
SI137O-00779-P30017,": If all students should get jobs to pay their university students, I think that it has some advantages. Maybe they can also use the money to buy some new clothes or maybe to help their parents with some expenses. but it also can have some disadvantages. Maybe they can lose some friends or have less free time because having a job is consuming and maybe they shouldn't be able to have the same social life they used to. but in my opinion, I think if someone has the ability and also the time to pay for their university students, I think they should do it because they can gather more experience and also they will start in the game of having a job early. so that also can be good in their life and also in their CV."
SI12BD-00460-P50021,": No, in my opinion, it's not essential. do exercise every day. I think it's very important. Move it every day, like go walking or only if you live in an apartment, don't get the elevator. Upstairs, you need to go upstairs."
SI137O-00935-P30017,"The advantages of thinking to have a job during our studies is that we can earn money and to go to travel, to see friends, to drink to drink something with friends. But the disadvantages are that we cant see more time our friends and we need to work in all the time we have because the other time we need to work our job, but not the study. And my opinion is that it's good to earn money, but it's good to live our life with friends and to be good."
SI114J-00479-P10007,I can choose one member of my family a because I had a heat family we are like 25 people but if I had to choose I will choose any of my cousins because I have a lot of love we
SI12BD-00171-P10005,"I live in a house at the outskirts of the city, and it takes around twenty minutes to get the turndown by guard and this place her a lot of nature."
SI114J-00203-P10006,"Well, we are really keen on climbing. We love going outside to the mountain and we are also into reading a lot. We talk about books that we read, so its it's funny for us."
SI137O-00326-P50022,"I think the sleeping time is not fixed uh in my opinion, the quality is more important than the time."
SI137O-00054-P50019,"The use of technology in class has many advantages. One of them are the way we can implement the theoretical lessons on a practical way with tests, quiz, different games,"
SI137O-00522-P50022,foreign I think that sleep well it's very important for all in your life for your study for your work for your calm for your health and it's necessary sleep deeply amount six hours
SI12BD-00022-P10008,: I would like to work as a teacher because I really enjoy sharing my lulette with other people and I really like to spend time to young people.
SI131R-00006-P30017,": Well, an advantage of stoing and working at the same time is that you can pay your expenses andude yourself from time to time. On the other hand, a disadvantage is that you don't have much free time and much less enough energy. In my opinion, we should do one or the other."
SI137O-00326-P10007,: So I'm looking for the best way for me. I don't know about it. Can your cat tell me?
SI1267-00880-P10006,I enjoy swimming and riding bicycle on the holiday. I also enjoy watching movie and sleeping a lot because on the workday we work harder on the holidays we need to sleep.
SI1267-01157-P50023,": From a point of view, the technology nowadays is spending the time for all earth, because technology can promote a healthy life or different kind of healthy life."
SI114J-00722-P30017,": That all university courses should include a period of practical work experience, I think it's an gosome idea. It is a great opportunity for the person they study in the university. They have the possibility to work from what they have studied. I think that it's a big advantages for them. Personally I don't think this idea has any disadvantages. Why? If you have the possibility to work after your studies is a great idea, One of the disadvantages could be they have to work"
SI12BD-00426-P10005,"Sure, Oaxaca is one of the most important cities in the tourism sector because we received many visitors of different countries, for example australia canada u s a and other countries in the world."
SI137O-00383-P10007,I think my mom is similar to me or maybe that the good answer is I'm really similar to her because she we have the same character and we have the same kind of personality so
SI114J-00151-P50022,opinion is important learning alone and only then have attending a lecture with other people to to mix the their opinion you
SI127E-00906-P10008,uh the job boy which i want to be in the future i want to be the children doctors to help this child and to give for him the medicine so
SI128D-00008-P10008,I'm very happy with my actual job but I would like to job in a civil servant school in a public school with a lot of children and doing these type of things that I like.
SI114J-00151-P50020,agree with them in fact in my opinion is better a face-to-face lesson because if you have some doubt you can you can ask some you can ask something to your teacher you
SI137O-00733-P40018,"Firstst of all, the pollution makes that acid particles are in the air and they are carried by wind and some acid particles fall as dust. After that, other acid particles mix with cloud, water, water, and it makes that that acid particles are in the rain or snow. It makes that the environment looks very damaged and we are in really danger because the pollution have a lot of bad effects to us."
SI137O-00675-P50021,"Yes, it's quite essential to do some exercise every day because exercise can build up our strong body and daily exercise can help continue our current situation and help us stay in health condition."
SI114J-00144-P10006,: I usually enjoy spending my downtime by reading books especially the detective novels and biographies. I also indulge myself in doing some portraits or sometimes painting landscapes with myrylic paints as it gives me more satisfaction.
SI1267-00629-P30017,"Joe: This is a controversial matter, Joe, I definitely would rather look over the different advantages and disadvantages. First and all, the most advantage, if you have a practice, you will do better in your work. moreover, you know how is to make this work, because you already have done. On other hand, you won't get a salary and that is bad news for young people who want to live apart from her parents and make a new life."
SI137O-00491-P50021,think the difficulty of staying in another country is mainly the cute turn to me to meet with other people that you don't know and also you are far away from the
SI12BD-00644-P50020,"think drink drinking a lot of water is very essential for human health, because people can life without eating food but we can't we can't be alive without drinking water."
SI137O-00229-P10007,"I enjoy spending my free time with my mom a lot because she is an interesting woman that understands me a lot and she is like my best friend, so yeah."
SI127E-00671-P10006,"Prially, I like relaxing, but I like doing any activities like diving, swimming, I like playing in the football, in the beach, playing volleyball, I like..."
SI137O-00577-P40018,"The diagram shows the breakdown of acid rain. Firstly, this point arises about the factories and vehicles, but at this point, to generate a pollution and acid particles are in smoke. In my opinion, this point is very important because this causes a global warming in our planet. and in three points, we can see about acid particles are carried by wind and this is divided in two points. This is a particle fall at dust and other particles mixed with cloudware."
SI114J-00195-P40018,"Well, making honey starts with bees collecting nectar flo from flowers. After that, they go to their behves and they make the honey. After that, uh there are keepers who are uh people charge of collecting honey from the beeves and after that, someone I don't know who um takes the honey into different pl pots, and after that you can have the honey in in your house and in in supermarkets and that stuff."
SI137O-00049-P10006,my free time sum upon the weekend so I'd like to to begin my weekend reading the newspaper and then maybe I I cook something to to my dinner or my evening and I finally watch a movie at tonight so
SI137O-00015-P50020,"Drinking water gives a lot of benefits in our bodies, because, as we all know, our bodies are made up of 75 percent of water, and as we go on through our day, lose it we excrete it by perspiration and urination."
SI127E-00737-P50020,Drinking water is very important. Drinking water not only feel thirsty but our body is moisture and washable.
SI137O-00323-P50020,: I think attending class face-to-face is the best because in this situation you will focus on the courses more consistently and you willll be keen on the courses with the professors.
SI12BD-00186-P10005,Well the place where I live is very calm quiet um it is a lot of mountains and a lot of nature.
